Name,Fulladdress,Street,Municipality,Categories,About,Phone,Phones,Claimed,Owner,Owner Id,Owner Link,Review Count,Average Rating,Review URL,Cid,Fid,Latitude,Longitude,Time Zone,Website,Domain,Opening Hours,Google Knowledge URL,Kgmid,Google Maps URL,Place Id,Emails,Facebook Links,Instagram Links,Youtube Links,Tiktok Links,Linkedin Links,Twitter Links,Search Keyword
Palate@CVSKL,"G Floor, Cardiac Vascular Sentral, Wilayah Persekutuan, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","G Floor, Cardiac Vascular Sentral",Wilayah Persekutuan,Restaurant,"Service options: [Takeout, Dine-in, No delivery], Highlights: [Great coffee], Popular for: [Breakfast, Lunch, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Coffee, Quick bite, Small plates], Dining options: [Breakfast, Brunch, Lunch, Dinner, Dessert, Seating], Amenities: [Restroom, Wi-Fi, ], Atmosphere: [Casual], Crowd: [Family-friendly, Good for groups], Payments: [Debit cards, NFC mobile payments], Children: [Good for kids, Has changing table(s)], Parking: [Paid parking lot, , Valet parking]",+60 3-2276 7046,"03-2276 7046, +60 3-2276 7046",YES,Palate@CVSKL (Owner),114586717555092486832,https://www.google.com/maps/contrib/114586717555092486832,105,4.6,https://search.google.com/local/reviews?placeid=ChIJ9V0cjmZJzDERQ3zh7TVBO6g&authuser=0&hl=en&gl=US,12122354521877871683,0x31cc49668e1c5df5:0xa83b4135ede17c43,3.1334883,101.6850606,Asia/Kuala_Lumpur,www.cvskl.com/services/palate-cvskl/,cvskl.com,"Wednesday(2026-06-24): [8 AM–7 PM], Thursday(2026-06-25): [8 AM–7 PM], Friday(2026-06-26): [8 AM–7 PM], Saturday(2026-06-27): [8 AM–3 PM], Sunday(2026-06-28): [Closed], Monday(2026-06-29): [8 AM–7 PM], Tuesday(2026-06-30): [8 AM–7 PM]",https://www.google.com/search?kgmid=/g/11m5s4tgnl,/g/11m5s4tgnl,https://www.google.com/maps?cid=12122354521877871683,ChIJ9V0cjmZJzDERQ3zh7TVBO6g,,,,,,,,Restaurants in Kuala Lumpur
Sambal Hijau Restaurant,"2990, Jalan Sungai Penchala, Kampung Sungai Penchala, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","2990, Jalan Sungai Penchala",Sungai Penchala,Malaysian restaurant;Restaurant,"Service options: [Delivery, Onsite services, Takeout, Dine-in], Highlights: [Great dessert], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible seating], Offerings: [Coffee, Late-night food, Quick bite, Small plates], Dining options: [Breakfast, Brunch, Lunch, Dinner, Catering, Counter service, Dessert, Table service], Amenities: [Restroom], Atmosphere: [Casual, Trendy], Crowd: [Good for groups, Tourists], Planning: [Lunch reservations recommended, Accepts reservations, Usually a wait], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids], Parking: [Free parking lot, Free street parking, Paid parking lot, ]",+60 3-7731 2045,"03-7731 2045, +60 3-7731 2045",NO,Sambal Hijau Restaurant (Owner),,,6276,4.1,https://search.google.com/local/reviews?placeid=ChIJU_sY589IzDERS9hfn8WyBSE&authuser=0&hl=en&gl=US,2379504539987335243,0x31cc48cfe718fb53:0x2105b2c59f5fd84b,3.1624045,101.62578579999999,Asia/Kuala_Lumpur,www.facebook.com/restoransambalhijau/,facebook.com,"Wednesday(2026-06-24): [10 AM–10 PM], Thursday(2026-06-25): [10 AM–10 PM], Friday(2026-06-26): [10 AM–10 PM], Saturday(2026-06-27): [10 AM–10 PM], Sunday(2026-06-28): [10 AM–10 PM], Monday(2026-06-29): [10 AM–10 PM], Tuesday(2026-06-30): [10 AM–10 PM]",https://www.google.com/search?kgmid=/g/1tfvdq3f,/g/1tfvdq3f,https://www.google.com/maps?cid=2379504539987335243,ChIJU_sY589IzDERS9hfn8WyBSE,,,,,,,,Restaurants in Kuala Lumpur
Chinese Palace Restaurant 中华饭店,"1G, Jalan Maharajalela, Kampung Attap, City Centre, 50150 Kuala Lumpur, Malaysia","1G, Jalan Maharajalela, Kampung Attap",City Centre,Cantonese restaurant;Chinese restaurant,"Service options: [No-contact delivery, Delivery, Onsite services, Takeout, Dine-in], Highlights: [Great dessert, Great tea selection], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Hard liquor, Private dining room, Small plates, Wine], Dining options: [Breakfast, Brunch, Lunch, Dinner, Catering, Dessert, Seating, Table service], Amenities: [Restroom], Atmosphere: [Cozy, Upscale], Crowd: [Good for groups], Planning: [Brunch reservations recommended, Lunch reservations recommended, Reservations required, Dinner reservations recommended, Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free street parking, Paid parking lot, Paid street parking, ]",+60 16-833 6228,"016-833 6228, +60 16-833 6228",YES,Chinese Palace Restaurant 中华饭店 (Owner),116751733872897504620,https://www.google.com/maps/contrib/116751733872897504620,794,4.4,https://search.google.com/local/reviews?placeid=ChIJidyCzrRJzDER4bf6vlagmvc&authuser=0&hl=en&gl=US,17841749168213374945,0x31cc49b4ce82dc89:0xf79aa056befab7e1,3.1389796,101.6981364,Asia/Kuala_Lumpur,www.chinesepalace.com.my/,chinesepalace.com.my,"Wednesday(2026-06-24): [11 AM–2:30 PM, 6–10 PM], Thursday(2026-06-25): [11 AM–2:30 PM, 6–10 PM], Friday(2026-06-26): [11 AM–2:30 PM, 6–10 PM], Saturday(2026-06-27): [11 AM–2:30 PM, 6–10 PM], Sunday(2026-06-28): [10 AM–2:30 PM, 6–10 PM], Monday(2026-06-29): [11 AM–2:30 PM, 6–10 PM], Tuesday(2026-06-30): [11 AM–2:30 PM, 6–10 PM]",https://www.google.com/search?kgmid=/g/11jzx4sf0h,/g/11jzx4sf0h,https://www.google.com/maps?cid=17841749168213374945,ChIJidyCzrRJzDER4bf6vlagmvc,,,,,,,,Restaurants in Kuala Lumpur
Restoran Pik Wah,"Stadium Chinwoo, Jalan Hang Jebat, Seksyen 56, 50150 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Stadium Chinwoo,Jalan Hang Jebat,Chinese restaurant,"Service options: [Onsite services, Takeout, Dine-in, No delivery], Highlights: [Great dessert, Great tea selection, Great wine list], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Coffee, Hard liquor, Private dining room, Small plates, Vegetarian options, Wine], Dining options: [Brunch, Lunch, Dinner, Counter service, Dessert, Table service], Amenities: [Restroom], Atmosphere: [Casual, Cozy, Trendy], Crowd: [Good for groups, Tourists], Planning: [Brunch reservations recommended, Lunch reservations recommended, Reservations required, Dinner reservations recommended, Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids], Parking: [Paid parking lot, Paid street parking]",+60 3-2072 3668,"03-2072 3668, +60 3-2072 3668",YES,Restoran Pik Wah (Owner),107161681053007515620,https://www.google.com/maps/contrib/107161681053007515620,1448,4.1,https://search.google.com/local/reviews?placeid=ChIJs_yzxtBJzDERG5_Dbs6D_-8&authuser=0&hl=en&gl=US,17293686016770809627,0x31cc49d0c6b3fcb3:0xefff83ce6ec39f1b,3.1411411,101.6994125,Asia/Kuala_Lumpur,www.facebook.com/pikwah1971,facebook.com,"Wednesday(2026-06-24): [12–3 PM, 6–10 PM], Thursday(2026-06-25): [12–3 PM, 6–10 PM], Friday(2026-06-26): [12–3 PM, 6–10 PM], Saturday(2026-06-27): [12–3 PM, 6–10 PM], Sunday(2026-06-28): [12–3 PM, 6–10 PM], Monday(2026-06-29): [12–3 PM, 6–10 PM], Tuesday(2026-06-30): [12–3 PM, 6–10 PM]",https://www.google.com/search?kgmid=/g/1tfcf85q,/g/1tfcf85q,https://www.google.com/maps?cid=17293686016770809627,ChIJs_yzxtBJzDERG5_Dbs6D_-8,,,,,,,,Restaurants in Kuala Lumpur
Mr Naan & Mrs Idly,"190, Jalan Tun Sambanthan, Brickfields, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","190, Jalan Tun Sambanthan",Brickfields,Vegetarian restaurant;Indian sweets shop;Indian takeaway;North Indian restaurant;South Indian restaurant,"Service options: [Delivery, Onsite services, Takeout, Dine-in], Highlights: [Great coffee, Great dessert, Great tea selection], Popular for: [Breakfast, Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible seating], Offerings: [All you can eat, Coffee, Healthy options, Organic dishes, Quick bite, Small plates, Vegan options, Vegetarian options], Dining options: [Breakfast, Brunch, Lunch, Dinner, Catering, Counter service, Dessert, Table service], Amenities: [Gender-neutral restroom, Restroom, Wi-Fi, ], Atmosphere: [Casual, Trendy], Crowd: [Good for groups, Tourists], Planning: [Brunch reservations recommended, Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids], Parking: [Free parking lot, Paid parking lot, Paid street parking]",+60 17-762 9070,"017-762 9070, +60 17-762 9070",YES,Mr Naan & Mrs Idly (Owner),108405360591923711861,https://www.google.com/maps/contrib/108405360591923711861,4270,4.5,https://search.google.com/local/reviews?placeid=ChIJq7Q6lsFJzDERq1u8QaI3gN0&authuser=0&hl=en&gl=US,15960818249428130731,0x31cc49c1963ab4ab:0xdd8037a241bc5bab,3.1312834,101.68603829999999,Asia/Kuala_Lumpur,,,"Wednesday(2026-06-24): [11 AM–9:30 PM], Thursday(2026-06-25): [11 AM–9:30 PM], Friday(2026-06-26): [11 AM–10:30 PM], Saturday(2026-06-27): [11 AM–10:30 PM], Sunday(2026-06-28): [11 AM–10:30 PM], Monday(2026-06-29): [11 AM–9:30 PM], Tuesday(2026-06-30): [11 AM–9:30 PM]",https://www.google.com/search?kgmid=/g/11cn8pd5f_,/g/11cn8pd5f_,https://www.google.com/maps?cid=15960818249428130731,ChIJq7Q6lsFJzDERq1u8QaI3gN0,,,,,,,,Restaurants in Kuala Lumpur
Kontiki Restaurant At The Federal Kuala Lumpur,"35, Jln Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","35, Jln Bukit Bintang",Bukit Bintang,Restaurant,"Service options: [Outdoor seating, No delivery, Onsite services not available], Accessibility: [Wheelchair accessible entrance], Offerings: [All you can eat, Coffee], Dining options: [Breakfast, Lunch, Dinner, Dessert, Seating], Amenities: [Wi-Fi, ], Crowd: [Family-friendly], Planning: [Reservations required, Accepts reservations], Payments: [], Children: [Good for kids, Kids' menu], Parking: [Paid parking garage, Valet parking]",+60 18-371 2080,"018-371 2080, +60 18-371 2080",YES,Kontiki Restaurant At The Federal Kuala Lumpur (Owner),100688240371142999540,https://www.google.com/maps/contrib/100688240371142999540,223,4,https://search.google.com/local/reviews?placeid=ChIJrzMpUyg2zDERi7woVIeGSyM&authuser=0&hl=en&gl=US,2543274330371439755,0x31cc3628532933af:0x234b86875428bc8b,3.1442845999999998,101.70883099999999,Asia/Kuala_Lumpur,www.fhihotels.com/dining-federal,fhihotels.com,,https://www.google.com/search?kgmid=/g/11bw1znymd,/g/11bw1znymd,https://www.google.com/maps?cid=2543274330371439755,ChIJrzMpUyg2zDERi7woVIeGSyM,,,,,,,,Restaurants in Kuala Lumpur
Shanghai Restaurant,"L1, JW Marriott 183, Jln Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","L1, JW Marriott 183",Jln Bukit Bintang,Shanghainese restaurant,"Service options: [Delivery, Takeout, Dine-in], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible seating], Offerings: [Alcohol, Beer, Small plates, Wine], Dining options: [Brunch, Lunch, Dinner, Dessert, Table service], Amenities: [Restroom], Atmosphere: [Casual], Crowd: [Good for groups], Planning: [Accepts reservations], Payments: [NFC mobile payments], Children: [Good for kids], Parking: [Paid parking lot]",+60 18-623 0069,"018-623 0069, +60 18-623 0069",YES,Shanghai Restaurant (Owner),109366749049127358384,https://www.google.com/maps/contrib/109366749049127358384,216,4.1,https://search.google.com/local/reviews?placeid=ChIJWwyNaiw2zDER7uyyxH-iXCY&authuser=0&hl=en&gl=US,2764262940943248622,0x31cc362c6a8d0c5b:0x265ca27fc4b2ecee,3.1477847,101.7138854,Asia/Kuala_Lumpur,www.shanghairestaurant.com.my/,shanghairestaurant.com.my,"Wednesday(2026-06-24): [12–2:30 PM, 6:30–10 PM], Thursday(2026-06-25): [12–2:30 PM, 6:30–10 PM], Friday(2026-06-26): [12–2:30 PM, 6:30–10 PM], Saturday(2026-06-27): [12–2:30 PM, 6:30–10 PM], Sunday(2026-06-28): [10:30 AM–2:30 PM, 6:30–10 PM], Monday(2026-06-29): [Closed], Tuesday(2026-06-30): [12–2:30 PM, 6:30–10 PM]",https://www.google.com/search?kgmid=/g/1td7qppl,/g/1td7qppl,https://www.google.com/maps?cid=2764262940943248622,ChIJWwyNaiw2zDER7uyyxH-iXCY,,,,,,,,Restaurants in Kuala Lumpur
Lapandekar Cafe @ Mercu UEM,"Level 9, Mercu UEM, Jalan Stesen Sentral 5, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","Level 9, Mercu UEM",Jalan Stesen Sentral 5,Restaurant,"Service options: [Outdoor seating, Delivery, Takeout, Dine-in], Highlights: [Great coffee], Popular for: [Breakfast, Lunch, Dinner, Solo dining], Accessibility: [ Does not have assistive hearing loop, No wheelchair accessible entrance, No wheelchair accessible parking lot, No wheelchair accessible restroom, No wheelchair accessible seating], Offerings: [Coffee, Quick bite, Small plates], Dining options: [Breakfast, Brunch, Lunch, Dinner, Catering, Dessert, Seating, Table service], Amenities: [Restroom], Atmosphere: [Casual], Crowd: [Family-friendly, Good for groups], Planning: [Accepts reservations], Payments: [Debit cards, NFC mobile payments], Children: [Good for kids, High chairs]",+60 11-2784 8055,"011-2784 8055, +60 11-2784 8055",YES,Lapandekar Cafe @ Mercu UEM (Owner),107694655969842615869,https://www.google.com/maps/contrib/107694655969842615869,11,4.9,https://search.google.com/local/reviews?placeid=ChIJXVJNxBZHzDERNr3Lg7viY98&authuser=0&hl=en&gl=US,16096958788150213942,0x31cc4716c44d525d:0xdf63e2bb83cbbd36,3.1322910999999998,101.6849033,Asia/Kuala_Lumpur,,,"Wednesday(2026-06-24): [7:30 AM–5 PM], Thursday(2026-06-25): [7:30 AM–5 PM], Friday(2026-06-26): [7:30 AM–5 PM], Saturday(2026-06-27): [Closed], Sunday(2026-06-28): [Closed], Monday(2026-06-29): [7:30 AM–5 PM], Tuesday(2026-06-30): [7:30 AM–5 PM]",https://www.google.com/search?kgmid=/g/11rcy8sflq,/g/11rcy8sflq,https://www.google.com/maps?cid=16096958788150213942,ChIJXVJNxBZHzDERNr3Lg7viY98,,,,,,,,Restaurants in Kuala Lumpur
Level 1 Exclusive Bar & Restaurant,"3-1, Jalan Telawi 2, Bangsar, 59000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","3-1, Jalan Telawi 2",Bangsar,Bar & grill,"Service options: [Delivery, Takeout, Dine-in], Highlights: [Great beer selection, Great cocktails, Live music, Live performances], Popular for: [Dinner], Offerings: [Alcohol, Beer, Cocktails, Coffee, Food, Food at bar, Happy hour drinks, Happy hour food, Hard liquor, Late-night food, Small plates, Wine], Dining options: [Lunch, Dinner, Dessert, Seating, Table service], Amenities: [Bar onsite, Restroom, Wi-Fi, ], Atmosphere: [Casual, Cozy, Trendy], Crowd: [Family-friendly, Good for groups], Planning: [Dinner reservations recommended, Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [High chairs]",+60 16-345 7272,"016-345 7272, +60 16-345 7272",YES,Level 1 Exclusive Bar & Restaurant (Owner),101431632569848007798,https://www.google.com/maps/contrib/101431632569848007798,22,4.7,https://search.google.com/local/reviews?placeid=ChIJWUwKLThJzDERSOKYrI1tMWM&authuser=0&hl=en&gl=US,7147614538867204680,0x31cc49382d0a4c59:0x63316d8dac98e248,3.1324986,101.6716455,Asia/Kuala_Lumpur,,,"Wednesday(2026-06-24): [6 PM–2 AM], Thursday(2026-06-25): [6 PM–2 AM], Friday(2026-06-26): [6 PM–2 AM], Saturday(2026-06-27): [6 PM–2 AM], Sunday(2026-06-28): [6 PM–2 AM], Monday(2026-06-29): [6 PM–2 AM], Tuesday(2026-06-30): [6 PM–2 AM]",https://www.google.com/search?kgmid=/g/11sh4gm1d9,/g/11sh4gm1d9,https://www.google.com/maps?cid=7147614538867204680,ChIJWUwKLThJzDERSOKYrI1tMWM,,,,,,,,Restaurants in Kuala Lumpur
Topshelf TTDI,"61, Lorong Rahim Kajai 13, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","61, Lorong Rahim Kajai 13",Taman Tun Dr Ismail,French restaurant,"Service options: [Onsite services, Dine-in, No delivery], Highlights: [Great beer selection, Great cocktails, Great dessert, Great wine list], Popular for: [Dinner, Solo dining], Accessibility: [Wheelchair accessible seating], Offerings: [Alcohol, Beer, Cocktails, Coffee, Hard liquor, Small plates, Wine], Dining options: [Dinner, Dessert, Table service], Amenities: [Bar onsite, Restroom], Atmosphere: [Casual, Cozy, Romantic, Trendy, Upscale], Crowd: [Good for groups], Planning: [Reservations required, Dinner reservations recommended, Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments], Parking: [Paid street parking]",+60 11-6177 7277,"011-6177 7277, +60 11-6177 7277",YES,Topshelf TTDI (Owner),106186825873011765153,https://www.google.com/maps/contrib/106186825873011765153,654,4.3,https://search.google.com/local/reviews?placeid=ChIJq_pevNZIzDERfFRMoUOrtDY&authuser=0&hl=en&gl=US,3941963880813319292,0x31cc48d6bc5efaab:0x36b4ab43a14c547c,3.1562962,101.6226028,Asia/Kuala_Lumpur,www.topshelf.com.my/,topshelf.com.my,"Wednesday(2026-06-24): [5 PM–12 AM], Thursday(2026-06-25): [5 PM–12 AM], Friday(2026-06-26): [5 PM–12 AM], Saturday(2026-06-27): [5 PM–12 AM], Sunday(2026-06-28): [5 PM–12 AM], Monday(2026-06-29): [5 PM–12 AM], Tuesday(2026-06-30): [5 PM–12 AM]",https://www.google.com/search?kgmid=/g/12qh15dtd,/g/12qh15dtd,https://www.google.com/maps?cid=3941963880813319292,ChIJq_pevNZIzDERfFRMoUOrtDY,,,,,,,,Restaurants in Kuala Lumpur
Mr. Tuk Tuk Nu Sentral,"Level 4, Nu Sentral Mall, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","Level 4, Nu Sentral Mall",Kuala Lumpur Sentral,Thai restaurant,"Service options: [Delivery, Onsite services, Takeout, Dine-in], Highlights: [Great dessert], Popular for: [Lunch, Dinner, Solo dining], Offerings: [Coffee, Quick bite, Small plates, Vegetarian options], Dining options: [Brunch, Lunch, Dinner, Dessert, Table service], Atmosphere: [Casual, Trendy], Crowd: [Good for groups], Payments: [Credit cards, Debit cards, NFC mobile payments], Children: [Good for kids], Parking: [Paid parking lot, ]",+60 12-488 0318,"012-488 0318, +60 12-488 0318",NO,Mr. Tuk Tuk Nu Sentral (Owner),,,2848,4.6,https://search.google.com/local/reviews?placeid=ChIJu5IfTWRJzDERM4x-LW79jiE&authuser=0&hl=en&gl=US,2418148699596033075,0x31cc49644d1f92bb:0x218efd6e2d7e8c33,3.1337352999999997,101.6875841,Asia/Kuala_Lumpur,,,"Wednesday(2026-06-24): [10 AM–10 PM], Thursday(2026-06-25): [10 AM–10 PM], Friday(2026-06-26): [10 AM–10 PM], Saturday(2026-06-27): [10 AM–10 PM], Sunday(2026-06-28): [10 AM–10 PM], Monday(2026-06-29): [10 AM–10 PM], Tuesday(2026-06-30): [10 AM–10 PM]",https://www.google.com/search?kgmid=/g/11f8mb3z13,/g/11f8mb3z13,https://www.google.com/maps?cid=2418148699596033075,ChIJu5IfTWRJzDERM4x-LW79jiE,,,,,,,,Restaurants in Kuala Lumpur
Restoran Saravanaa Bhavan • Brickfields,"196, Jalan Tun Sambanthan, Brickfields, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","196, Jalan Tun Sambanthan",Brickfields,Vegetarian restaurant;Indian restaurant,"Service options: [Delivery, Onsite services, Takeout, Dine-in], Highlights: [Great coffee, Great dessert, Great tea selection], Popular for: [Breakfast, Lunch, Dinner, Solo dining], Accessibility: [No wheelchair accessible parking lot], Offerings: [Coffee, Healthy options, Quick bite, Small plates, Vegan options, Vegetarian options], Dining options: [Breakfast, Brunch, Lunch, Dinner, Catering, Counter service, Dessert, Table service], Amenities: [Restroom], Atmosphere: [Casual], Crowd: [Good for groups, Tourists], Planning: [Lunch reservations recommended, Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids], Parking: [Free street parking, Paid parking lot, ]",+60 3-2260 3755,"03-2260 3755, +60 3-2260 3755",YES,Restoran Saravanaa Bhavan • Brickfields (Owner),118314447845954914854,https://www.google.com/maps/contrib/118314447845954914854,2526,4,https://search.google.com/local/reviews?placeid=ChIJW55pkOpJzDERnFLCv-gv36k&authuser=0&hl=en&gl=US,12240554988912399004,0x31cc49ea90699e5b:0xa9df2fe8bfc2529c,3.1310617,101.6858895,Asia/Kuala_Lumpur,www.saravanabhavan.com/,saravanabhavan.com,"Wednesday(2026-06-24): [7:30 AM–11 PM], Thursday(2026-06-25): [7:30 AM–11 PM], Friday(2026-06-26): [7:30 AM–11 PM], Saturday(2026-06-27): [7:30 AM–11 PM], Sunday(2026-06-28): [7:30 AM–11 PM], Monday(2026-06-29): [7:30 AM–11 PM], Tuesday(2026-06-30): [7:30 AM–11 PM]",https://www.google.com/search?kgmid=/g/12qg0_4ct,/g/12qg0_4ct,https://www.google.com/maps?cid=12240554988912399004,ChIJW55pkOpJzDERnFLCv-gv36k,,,,,,,,Restaurants in Kuala Lumpur
The Gurkhas Restaurant,"27, Jalan Tun Tan Siew Sin, City Centre, 50050 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","27, Jalan Tun Tan Siew Sin",Kuala Lumpur City Centre,Nepalese restaurant,"Service options: [Takeout, Dine-in], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [No wheelchair accessible parking lot], Offerings: [Alcohol, Beer, Small plates], Dining options: [Lunch, Dinner, Table service], Amenities: [Restroom], Atmosphere: [Casual], Crowd: [Good for groups], Payments: [Debit cards, NFC mobile payments], Children: [Good for kids]",,,YES,The Gurkhas Restaurant (Owner),109279245126757330725,https://www.google.com/maps/contrib/109279245126757330725,40,4.2,https://search.google.com/local/reviews?placeid=ChIJuS7uJ9JJzDERVq6QHfZk0QE&authuser=0&hl=en&gl=US,130996872391208534,0x31cc49d227ee2eb9:0x1d164f61d90ae56,3.14656,101.69759499999999,Asia/Kuala_Lumpur,,,"Wednesday(2026-06-24): [8 AM–8 PM], Thursday(2026-06-25): [8 AM–8 PM], Friday(2026-06-26): [8 AM–8 PM], Saturday(2026-06-27): [8 AM–8 PM], Sunday(2026-06-28): [8 AM–8 PM], Monday(2026-06-29): [8 AM–8 PM], Tuesday(2026-06-30): [8 AM–8 PM]",https://www.google.com/search?kgmid=/g/1tcypbhw,/g/1tcypbhw,https://www.google.com/maps?cid=130996872391208534,ChIJuS7uJ9JJzDERVq6QHfZk0QE,,,,,,,,Restaurants in Kuala Lumpur
Haba Bar & Restaurant,"42A, Jalan Kemuja, Bangsar, 59000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","42A, Jalan Kemuja",Bangsar,Bar & grill,"Service options: [Outdoor seating, No-contact delivery, Delivery, Drive-through, Takeout, Dine-in], Highlights: [Great beer selection, Great cocktails, Live music, Live performances], Popular for: [Dinner, Solo dining], Offerings: [Alcohol, Beer, Cocktails, Coffee, Food, Food at bar, Happy hour drinks, Hard liquor, Quick bite, Small plates, Wine], Dining options: [Lunch, Dinner, Dessert, Seating, Table service], Amenities: [Bar onsite, Restroom], Atmosphere: [Casual, Cozy, Trendy], Crowd: [Family-friendly, Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments], Children: [High chairs], Parking: [Free street parking]",+60 12-836 6314,"012-836 6314, +60 12-836 6314",YES,Haba Bar & Restaurant (Owner),117089611651133095052,https://www.google.com/maps/contrib/117089611651133095052,233,4.5,https://search.google.com/local/reviews?placeid=ChIJ8TUk5bhJzDERLwPuF5lCzoU&authuser=0&hl=en&gl=US,9641717077545714479,0x31cc49b8e52435f1:0x85ce429917ee032f,3.1288970999999997,101.6791894,Asia/Kuala_Lumpur,linktr.ee/hababarkl,linktr.ee,"Wednesday(2026-06-24): [5 PM–1 AM], Thursday(2026-06-25): [5 PM–1 AM], Friday(2026-06-26): [5 PM–1 AM], Saturday(2026-06-27): [5 PM–1 AM], Sunday(2026-06-28): [Closed], Monday(2026-06-29): [5 PM–1 AM], Tuesday(2026-06-30): [5 PM–1 AM]",https://www.google.com/search?kgmid=/g/11spxg53qm,/g/11spxg53qm,https://www.google.com/maps?cid=9641717077545714479,ChIJ8TUk5bhJzDERLwPuF5lCzoU,,,,,,,,Restaurants in Kuala Lumpur
Lisette's Café & Bakery @ Bangsar,"No. 8, Jalan Kemuja, Bangsar, 59000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","No. 8, Jalan Kemuja",Bangsar,Cafe;Bakery;Brunch restaurant;Dessert shop,"From the business: [Identifies as women-owned], Service options: [Outdoor seating, Onsite services, Takeout, Dine-in], Highlights: [Great coffee, Great dessert, Great tea selection], Popular for: [Breakfast, Lunch, Dinner, Solo dining, Good for working on laptop], Accessibility: [Wheelchair accessible seating, No wheelchair accessible parking lot], Offerings: [Alcohol, Beer, Cocktails, Coffee, Healthy options, Organic dishes, Quick bite, Small plates, Vegan options, Vegetarian options, Wine], Dining options: [Breakfast, Brunch, Lunch, Dinner, Catering, Dessert, Seating, Table service], Amenities: [Bar onsite, Restroom, Wi-Fi, ], Atmosphere: [Casual, Cozy, Romantic, Trendy], Crowd: [Family-friendly, Good for groups, Tourists], Planning: [Brunch reservations recommended, Lunch reservations recommended, Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids], Parking: [Free street parking, Paid parking lot, Paid street parking, ]",+60 3-2201 7772,"03-2201 7772, +60 3-2201 7772",YES,Lisette's Café & Bakery @ Bangsar (Owner),114603496735754012106,https://www.google.com/maps/contrib/114603496735754012106,2313,4.3,https://search.google.com/local/reviews?placeid=ChIJmxWkt5VJzDERJJUH7Oag9Ig&authuser=0&hl=en&gl=US,9868689597138441508,0x31cc4995b7a4159b:0x88f4a0e6ec079524,3.1296548,101.67984519999999,Asia/Kuala_Lumpur,www.lisettes.com.my/,lisettes.com.my,"Wednesday(2026-06-24): [8 AM–7 PM], Thursday(2026-06-25): [8 AM–7 PM], Friday(2026-06-26): [8 AM–7 PM], Saturday(2026-06-27): [8 AM–7 PM], Sunday(2026-06-28): [8 AM–7 PM], Monday(2026-06-29): [8 AM–7 PM], Tuesday(2026-06-30): [8 AM–7 PM]",https://www.google.com/search?kgmid=/g/11gk6b4n1n,/g/11gk6b4n1n,https://www.google.com/maps?cid=9868689597138441508,ChIJmxWkt5VJzDERJJUH7Oag9Ig,,,,,,,,Restaurants in Kuala Lumpur
