restaurant_name,text,rating,sentiment,theme,conflict,source,analyzed
De.Wan 1958 by Chef Wan,"Service was slow and our order was forgotten twice. However, The laksa had an authentic, rich broth.",3,Negative,Service,True,llm,True
De.Wan 1958 by Chef Wan,"The steak was cooked to perfection, very juicy.",2,Positive,Taste,True,llm,True
De.Wan 1958 by Chef Wan,Expected better — the steak tasted greasy.,1,Negative,Taste,True,llm,True
De.Wan 1958 by Chef Wan,The curry was perfect and exceeded our expectations.,2,Positive,Taste,True,llm,True
Dewakan Restaurant,"The laksa had an authentic, rich broth.",1,Positive,Taste,True,llm,True
Dewakan Restaurant,Service was slow and our order was forgotten twice.,5,Negative,Service,True,llm,True
Dewakan Restaurant,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
Dewakan Restaurant,Waited over an hour before anyone took our order.,5,Negative,Wait Time,True,llm,True
Dewakan Restaurant,Quick seating even on a busy Friday night.,4,Positive,Wait Time,True,llm,True
Dewakan Restaurant,The ramen was flavorful and exceeded our expectations.,4,Positive,Taste,True,llm,True
Dewakan Restaurant,"The noise level made it hard to have a conversation. However, Loved the steak — fresh and served piping hot.",3,Positive,Taste,True,llm,True
Dewakan Restaurant,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
Dewakan Restaurant,Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
Dewakan Restaurant,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
Dewakan Restaurant,"Expected better — the ramen tasted greasy. However, Loved the pasta — authentic and served piping hot.",3,Positive,Taste,True,llm,True
Dewakan Restaurant,Left disappointed; the nasi lemak was salty for the price.,4,Negative,Taste,True,llm,True
Dewakan Restaurant,Loved the ramen — outstanding and served piping hot.,1,Positive,Taste,True,llm,True
Dewakan Restaurant,"Expected better — the satay tasted underwhelming. However, Host was welcoming and the ambiance felt cozy.",3,Neutral,Taste,True,llm,True
Dewakan Restaurant,"The laksa had an authentic, rich broth.",1,Positive,Taste,True,llm,True
Dewakan Restaurant,The ramen was flavorful and exceeded our expectations.,5,Positive,Taste,True,llm,True
Dewakan Restaurant,"Food arrived cold after a 20-minute wait. However, Excellent value for the quality of food served.",3,Positive,Taste,True,llm,True
Emily's Steakhouse Kuala Lumpur,Quick seating even on a busy Friday night.,4,Positive,Wait Time,True,llm,True
Emily's Steakhouse Kuala Lumpur,"Left disappointed; the steak was inconsistent for the price. However, The laksa had an authentic, rich broth.",3,Neutral,Taste,True,llm,True
Emily's Steakhouse Kuala Lumpur,Left disappointed; the roast chicken was slow for the price.,4,Negative,Wait Time,True,llm,True
Emily's Steakhouse Kuala Lumpur,Staff remembered our preferences from last visit.,5,Positive,Service,True,llm,True
Emily's Steakhouse Kuala Lumpur,Left disappointed; the roast chicken was underwhelming for the price.,5,Negative,Taste,True,llm,True
Emily's Steakhouse Kuala Lumpur,"Expected better — the satay tasted salty. However, Host was welcoming and the ambiance felt cozy.",3,Negative,Taste,True,llm,True
Emily's Steakhouse Kuala Lumpur,Quick seating even on a busy Friday night.,1,Positive,Wait Time,True,llm,True
Emily's Steakhouse Kuala Lumpur,Excellent value for the quality of food served.,2,Positive,Taste,True,llm,True
Emily's Steakhouse Kuala Lumpur,"Tables were cramped and the room felt overcrowded. However, Quick seating even on a busy Friday night.",4,Negative,Other,True,llm,True
Emily's Steakhouse Kuala Lumpur,Staff remembered our preferences from last visit.,5,Positive,Service,True,llm,True
Emily's Steakhouse Kuala Lumpur,Quick seating even on a busy Friday night.,4,Positive,Wait Time,True,llm,True
Entier French Dining,"Prices are standard for this area, no surprises.",3,Neutral,Other,True,llm,True
Entier French Dining,Overpriced for the portion sizes we received.,4,Negative,Other,True,llm,True
Entier French Dining,Staff remembered our preferences from last visit.,5,Positive,Service,True,llm,True
Entier French Dining,Expected better — the fish and chips tasted slow.,2,Negative,Taste,True,llm,True
Entier French Dining,The sushi was memorable and exceeded our expectations.,1,Positive,Taste,True,llm,True
Entier French Dining,Left disappointed; the satay was salty for the price.,5,Negative,Taste,True,llm,True
Entier French Dining,Dessert was disappointing and not worth the price.,4,Negative,Taste,True,llm,True
Entier French Dining,Staff remembered our preferences from last visit.,5,Positive,Service,True,llm,True
Entier French Dining,Had to wait 45 minutes for a table despite having a reservation.,4,Negative,Wait Time,True,llm,True
Entier French Dining,Waited over an hour before anyone took our order.,4,Negative,Wait Time,True,llm,True
Entier French Dining,Waited over an hour before anyone took our order.,5,Negative,Wait Time,True,llm,True
Entier French Dining,"Best tiramisu I've ever had, highly recommend.",1,Positive,Taste,True,llm,True
Entier French Dining,The place was clean but the decor was a bit dated.,3,Neutral,Other,True,llm,True
Entier French Dining,Overpriced for the portion sizes we received.,4,Negative,Other,True,llm,True
Entier French Dining,Dessert was disappointing and not worth the price.,4,Negative,Taste,True,llm,True
Entier French Dining,"Food arrived cold after a 20-minute wait. However, Portions were generous and beautifully plated.",3,Negative,Taste,True,llm,True
Entier French Dining,"The mains tasted bland and under-seasoned. However, Fresh ingredients and bold flavors in every dish.",3,Positive,Taste,True,llm,True
Entier French Dining,"The mains tasted bland and under-seasoned. However, The char kuey teow was excellent and exceeded our expectations.",3,Positive,Taste,True,llm,True
Entier French Dining,The mains tasted bland and under-seasoned.,5,Negative,Taste,True,llm,True
Entier French Dining,"The mains tasted bland and under-seasoned. However, Excellent value for the quality of food served.",3,Positive,Taste,True,llm,True
Entier French Dining,"Staff seemed rushed and inattentive throughout. However, The roast chicken was excellent and exceeded our expectations.",3,Positive,Taste,True,llm,True
Entier French Dining,Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
Entier French Dining,The steak was memorable and exceeded our expectations.,1,Positive,Taste,True,llm,True
EQ Kuala Lumpur,Expected better — the sushi tasted overcooked.,2,Negative,Taste,True,llm,True
EQ Kuala Lumpur,Dessert was disappointing and not worth the price.,5,Negative,Taste,True,llm,True
EQ Kuala Lumpur,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
EQ Kuala Lumpur,"Left disappointed; the char kuey teow was cold for the price. However, The laksa was authentic and exceeded our expectations.",3,Neutral,Taste,True,llm,True
EQ Kuala Lumpur,Service was slow and our order was forgotten twice.,4,Negative,Service,True,llm,True
EQ Kuala Lumpur,Left disappointed; the steak was greasy for the price.,4,Negative,Taste,True,llm,True
EQ Kuala Lumpur,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
EQ Kuala Lumpur,The pizza was delicious and exceeded our expectations.,1,Positive,Taste,True,llm,True
EQ Kuala Lumpur,Loved the pizza — authentic and served piping hot.,1,Positive,Taste,True,llm,True
"Erode Amman Mess , Malaysia",Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
"Erode Amman Mess , Malaysia",Loved the curry — outstanding and served piping hot.,2,Positive,Taste,True,llm,True
"Erode Amman Mess , Malaysia","The satay was salty and not what we hoped for. However, Would come back just for the nasi lemak; truly authentic.",3,Positive,Taste,True,llm,True
Everest Kitchen,Expected better — the curry tasted underwhelming.,2,Negative,Taste,True,llm,True
Everest Kitchen,Expected better — the laksa tasted bland.,1,Negative,Taste,True,llm,True
Everest Kitchen,The satay was flavorful and exceeded our expectations.,5,Positive,Taste,True,llm,True
Everest Kitchen,"Overpriced for the portion sizes we received. However, Loved the curry — authentic and served piping hot.",3,Positive,Taste,True,llm,True
Everest Kitchen,The noise level made it hard to have a conversation.,4,Negative,Other,True,llm,True
Everest Kitchen,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
Fuego at Troika Sky Dining,Had to wait 45 minutes for a table despite having a reservation.,4,Negative,Wait Time,True,llm,True
Fuego at Troika Sky Dining,Quick seating even on a busy Friday night.,4,Positive,Wait Time,True,llm,True
Fuego at Troika Sky Dining,Quick seating even on a busy Friday night.,4,Positive,Wait Time,True,llm,True
Fuego at Troika Sky Dining,Fresh ingredients and bold flavors in every dish.,1,Positive,Taste,True,llm,True
Fuego at Troika Sky Dining,Staff remembered our preferences from last visit.,5,Positive,Service,True,llm,True
"Gastro Sentral, Le Méridien Kuala Lumpur",Tables were cramped and the room felt overcrowded.,4,Negative,Other,True,llm,True
"Gastro Sentral, Le Méridien Kuala Lumpur",Quick seating even on a busy Friday night.,4,Positive,Wait Time,True,llm,True
"Gastro Sentral, Le Méridien Kuala Lumpur",Tables were cramped and the room felt overcrowded.,5,Negative,Other,True,llm,True
"Gastro Sentral, Le Méridien Kuala Lumpur","Staff seemed rushed and inattentive throughout. However, Staff remembered our preferences from last visit.",3,Negative,Service,True,llm,True
"Gastro Sentral, Le Méridien Kuala Lumpur",Loved the ramen — amazing and served piping hot.,2,Positive,Taste,True,llm,True
"Gastro Sentral, Le Méridien Kuala Lumpur",Food arrived cold after a 20-minute wait.,4,Negative,Taste,True,llm,True
"Gastro Sentral, Le Méridien Kuala Lumpur",Had to wait 45 minutes for a table despite having a reservation.,4,Negative,Wait Time,True,llm,True
"Gastro Sentral, Le Méridien Kuala Lumpur",Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
"Gastro Sentral, Le Méridien Kuala Lumpur",Waited over an hour before anyone took our order.,5,Negative,Wait Time,True,llm,True
"Gastro Sentral, Le Méridien Kuala Lumpur",Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
"Gastro Sentral, Le Méridien Kuala Lumpur",The fish and chips was greasy and not what we hoped for.,5,Negative,Taste,True,llm,True
Ginza Sushimasa,Left disappointed; the sushi was overcooked for the price.,4,Negative,Taste,True,llm,True
Ginza Sushimasa,Had to wait 45 minutes for a table despite having a reservation.,5,Negative,Wait Time,True,llm,True
Ginza Sushimasa,"The laksa had an authentic, rich broth.",2,Positive,Taste,True,llm,True
Graze,Food arrived cold after a 20-minute wait.,4,Negative,Taste,True,llm,True
Graze,Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
Graze,Would come back just for the curry; truly outstanding.,1,Positive,Taste,True,llm,True
Graze,Portions were generous and beautifully plated.,2,Positive,Taste,True,llm,True
Graze,Expected better — the pasta tasted slow.,1,Negative,Taste,True,llm,True
Graze,Staff remembered our preferences from last visit.,5,Positive,Service,True,llm,True
Graze,"Food arrived cold after a 20-minute wait. However, Loved the laksa — fresh and served piping hot.",3,Positive,Taste,True,llm,True
Graze,Our waiter was incredibly attentive and friendly.,1,Positive,Service,True,llm,True
Graze,"Had to wait 45 minutes for a table despite having a reservation. However, Loved the curry — fresh and served piping hot.",3,Positive,Taste,True,llm,True
Graze,Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
Graze,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
Graze,Portions were generous and beautifully plated.,1,Positive,Taste,True,llm,True
Graze,Expected better — the satay tasted inconsistent.,1,Negative,Taste,True,llm,True
Haba Bar & Restaurant,The place was clean but the decor was a bit dated.,3,Neutral,Other,True,llm,True
Haba Bar & Restaurant,"Dessert was disappointing and not worth the price. However, Fresh ingredients and bold flavors in every dish.",4,Negative,Taste,True,llm,True
Haba Bar & Restaurant,Service was slow and our order was forgotten twice.,5,Negative,Service,True,llm,True
Haba Bar & Restaurant,Left disappointed; the char kuey teow was cold for the price.,5,Negative,Taste,True,llm,True
Haba Bar & Restaurant,Service was slow and our order was forgotten twice.,4,Negative,Service,True,llm,True
Haba Bar & Restaurant,"Service was slow and our order was forgotten twice. However, Would come back just for the pasta; truly fresh.",3,Positive,Taste,True,llm,True
Haba Bar & Restaurant,Expected better — the satay tasted greasy.,1,Negative,Taste,True,llm,True
Haba Bar & Restaurant,"The laksa had an authentic, rich broth.",1,Positive,Taste,True,llm,True
Haba Bar & Restaurant,Staff remembered our preferences from last visit.,5,Positive,Service,True,llm,True
Haba Bar & Restaurant,Expected better — the satay tasted inconsistent.,2,Negative,Taste,True,llm,True
Haba Bar & Restaurant,"The fish and chips was salty and not what we hoped for. However, The steak was cooked to perfection, very juicy.",3,Positive,Taste,True,llm,True
Haba Bar & Restaurant,The pasta was delicious and exceeded our expectations.,2,Positive,Taste,True,llm,True
Haba Bar & Restaurant,Parking was available but the lot filled up quickly.,3,Neutral,Other,True,llm,True
Hadramawt Restaurant,Portions were generous and beautifully plated.,1,Positive,Taste,True,llm,True
Hadramawt Restaurant,"Had to wait 45 minutes for a table despite having a reservation. However, Loved the fish and chips — excellent and served piping hot.",3,Positive,Taste,True,llm,True
Hadramawt Restaurant,"Food arrived cold after a 20-minute wait. However, Fresh ingredients and bold flavors in every dish.",3,Positive,Taste,True,llm,True
Hadramawt Restaurant,"The steak was cooked to perfection, very juicy.",1,Positive,Taste,True,llm,True
Hadramawt Restaurant,The curry was salty and not what we hoped for.,5,Negative,Taste,True,llm,True
Hadramawt Restaurant,Dessert was disappointing and not worth the price.,5,Negative,Taste,True,llm,True
Hadramawt Restaurant,"Prices are standard for this area, no surprises.",3,Neutral,Other,True,llm,True
Hadramawt Restaurant,The pizza was overpriced and not what we hoped for.,5,Negative,Taste,True,llm,True
Hadramawt Restaurant,Service was slow and our order was forgotten twice.,5,Negative,Service,True,llm,True
Hadramawt Restaurant,Quick seating even on a busy Friday night.,4,Positive,Wait Time,True,llm,True
Hadramawt Restaurant,"Expected better — the char kuey teow tasted overpriced. However, Our waiter was incredibly attentive and friendly.",3,Neutral,Service,True,llm,True
Hadramawt Restaurant,The laksa was salty and not what we hoped for.,4,Negative,Taste,True,llm,True
Hadramawt Restaurant,Would come back just for the pizza; truly amazing.,1,Positive,Taste,True,llm,True
Hadramawt Restaurant,Loved the pasta — outstanding and served piping hot.,1,Positive,Taste,True,llm,True
Hadramawt Restaurant,The satay was excellent and exceeded our expectations.,2,Positive,Taste,True,llm,True
Hadramawt Restaurant,"Food arrived cold after a 20-minute wait. However, The nasi lemak was authentic and exceeded our expectations.",4,Neutral,Taste,True,llm,True
Hadramawt Restaurant,Service was slow and our order was forgotten twice.,5,Negative,Service,True,llm,True
Hadramawt Restaurant,"Tables were cramped and the room felt overcrowded. However, The laksa had an authentic, rich broth.",3,Positive,Taste,True,llm,True
Halab Beremi Arabic Restaurant,Expected better — the satay tasted slow.,1,Negative,Taste,True,llm,True
Halab Beremi Arabic Restaurant,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
Halab Beremi Arabic Restaurant,The fish and chips was outstanding and exceeded our expectations.,2,Positive,Taste,True,llm,True
Halab Beremi Arabic Restaurant,Staff remembered our preferences from last visit.,5,Positive,Service,True,llm,True
Halab Beremi Arabic Restaurant,Expected better — the ramen tasted inconsistent.,2,Negative,Taste,True,llm,True
Halab Beremi Arabic Restaurant,Staff remembered our preferences from last visit.,5,Positive,Service,True,llm,True
Hide,The nasi lemak was greasy and not what we hoped for.,4,Negative,Taste,True,llm,True
Hide,Staff remembered our preferences from last visit.,5,Positive,Service,True,llm,True
Hide,Fresh ingredients and bold flavors in every dish.,2,Positive,Taste,True,llm,True
Hide,Staff seemed rushed and inattentive throughout.,5,Negative,Service,True,llm,True
Hide,Dessert was disappointing and not worth the price.,5,Negative,Taste,True,llm,True
Hide,"The sushi was cold and not what we hoped for. However, Best tiramisu I've ever had, highly recommend.",3,Positive,Taste,True,llm,True
Hing Kee Bakuteh Main Branch 甲洞大街 兴记肉骨茶 总行,Parking was available but the lot filled up quickly.,3,Neutral,Other,True,llm,True
Hing Kee Bakuteh Main Branch 甲洞大街 兴记肉骨茶 总行,Left disappointed; the fish and chips was bland for the price.,5,Negative,Taste,True,llm,True
Hing Kee Bakuteh Main Branch 甲洞大街 兴记肉骨茶 总行,Would come back just for the steak; truly amazing.,2,Positive,Taste,True,llm,True
Hing Kee Bakuteh Main Branch 甲洞大街 兴记肉骨茶 总行,Parking was available but the lot filled up quickly.,3,Neutral,Other,True,llm,True
Hing Kee Bakuteh Main Branch 甲洞大街 兴记肉骨茶 总行,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
Hing Kee Bakuteh Main Branch 甲洞大街 兴记肉骨茶 总行,"Left disappointed; the pizza was underwhelming for the price. However, Host was welcoming and the ambiance felt cozy.",4,Negative,Taste,True,llm,True
Hing Kee Bakuteh Main Branch 甲洞大街 兴记肉骨茶 总行,The fish and chips was salty and not what we hoped for.,4,Negative,Taste,True,llm,True
Hing Kee Bakuteh Main Branch 甲洞大街 兴记肉骨茶 总行,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
Homie Recipe,The place was clean but the decor was a bit dated.,3,Neutral,Other,True,llm,True
Homie Recipe,The noise level made it hard to have a conversation.,4,Negative,Other,True,llm,True
Homie Recipe,Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
Homie Recipe,Would come back just for the roast chicken; truly amazing.,2,Positive,Taste,True,llm,True
Homie Recipe,"Service was average, neither fast nor slow.",3,Neutral,Service,True,llm,True
Homie Recipe,"Waited over an hour before anyone took our order. However, Quick seating even on a busy Friday night.",4,Negative,Service,True,llm,True
Homie Recipe,"Prices are standard for this area, no surprises.",3,Neutral,Other,True,llm,True
Homie Recipe,"Staff seemed rushed and inattentive throughout. However, Best tiramisu I've ever had, highly recommend.",3,Positive,Taste,True,llm,True
Homie Recipe,The char kuey teow was flavorful and exceeded our expectations.,4,Positive,Taste,True,llm,True
Homie Recipe,Parking was available but the lot filled up quickly.,3,Neutral,Other,True,llm,True
Homie Recipe,Loved the curry — authentic and served piping hot.,1,Positive,Taste,True,llm,True
Homie Recipe,"Staff seemed rushed and inattentive throughout. However, Portions were generous and beautifully plated.",3,Neutral,Service,True,llm,True
Hornbill Restaurant & Cafe,Expected better — the nasi lemak tasted salty.,2,Negative,Taste,True,llm,True
Hornbill Restaurant & Cafe,"Dessert was disappointing and not worth the price. However, Excellent value for the quality of food served.",3,Positive,Taste,True,llm,True
Hornbill Restaurant & Cafe,Left disappointed; the laksa was overcooked for the price.,4,Negative,Taste,True,llm,True
Hornbill Restaurant & Cafe,"The ramen was disappointing and not what we hoped for. However, Would come back just for the sushi; truly fresh.",4,Neutral,Taste,True,llm,True
Hornbill Restaurant & Cafe,"The noise level made it hard to have a conversation. However, Staff remembered our preferences from last visit.",3,Negative,Other,True,llm,True
Hornbill Restaurant & Cafe,Expected better — the pizza tasted overpriced.,2,Negative,Taste,True,llm,True
Hornbill Restaurant & Cafe,"Service was average, neither fast nor slow.",3,Neutral,Service,True,llm,True
I Love Yoo! KL Sentral,Fresh ingredients and bold flavors in every dish.,1,Positive,Taste,True,llm,True
I Love Yoo! KL Sentral,"Service was slow and our order was forgotten twice. However, Would come back just for the sushi; truly perfect.",3,Positive,Taste,True,llm,True
I Love Yoo! KL Sentral,Host was welcoming and the ambiance felt cozy.,2,Positive,Service,True,llm,True
I Love Yoo! KL Sentral,Overpriced for the portion sizes we received.,5,Negative,Other,True,llm,True
I Love Yoo! KL Sentral,Food arrived cold after a 20-minute wait.,4,Negative,Taste,True,llm,True
I Love Yoo! KL Sentral,Staff remembered our preferences from last visit.,1,Positive,Service,True,llm,True
India Gate Restaurant @Bangsar,"Waited over an hour before anyone took our order. However, Quick seating even on a busy Friday night.",3,Negative,Wait Time,True,llm,True
India Gate Restaurant @Bangsar,"The noise level made it hard to have a conversation. However, Loved the roast chicken — delicious and served piping hot.",3,Positive,Taste,True,llm,True
India Gate Restaurant @Bangsar,The noise level made it hard to have a conversation.,4,Negative,Other,True,llm,True
India Gate Restaurant @Bangsar,Dessert was disappointing and not worth the price.,5,Negative,Taste,True,llm,True
India Gate Restaurant @Bangsar,Left disappointed; the ramen was bland for the price.,4,Negative,Taste,True,llm,True
India Gate Restaurant @Bangsar,The noise level made it hard to have a conversation.,5,Negative,Other,True,llm,True
India Gate Restaurant @Bangsar,"Dessert was disappointing and not worth the price. However, The steak was cooked to perfection, very juicy.",3,Neutral,Taste,True,llm,True
India Gate Restaurant @Bangsar,"Best tiramisu I've ever had, highly recommend.",1,Positive,Taste,True,llm,True
India Gate Restaurant @Bangsar,Loved the roast chicken — memorable and served piping hot.,2,Positive,Taste,True,llm,True
India Gate Restaurant @Bangsar,"Expected better — the pasta tasted salty. However, Would come back just for the steak; truly perfect.",3,Positive,Taste,True,llm,True
India Gate Restaurant @Bangsar,Food arrived cold after a 20-minute wait.,4,Negative,Taste,True,llm,True
India Gate Restaurant @Bangsar,"Prices are standard for this area, no surprises.",3,Neutral,Other,True,llm,True
India Gate Restaurant @Bangsar,"Expected better — the sushi tasted overcooked. However, Host was welcoming and the ambiance felt cozy.",3,Negative,Taste,True,llm,True
Indian Empire,Dessert was disappointing and not worth the price.,4,Negative,Taste,True,llm,True
Indian Empire,Excellent value for the quality of food served.,1,Positive,Taste,True,llm,True
Indian Empire,The place was clean but the decor was a bit dated.,3,Neutral,Other,True,llm,True
Indian Empire,Expected better — the steak tasted underwhelming.,2,Negative,Taste,True,llm,True
Indian Empire,Expected better — the nasi lemak tasted greasy.,2,Negative,Taste,True,llm,True
Indian Empire,"Prices are standard for this area, no surprises.",3,Neutral,Other,True,llm,True
Indian Empire,The satay was beautifully cooked and exceeded our expectations.,2,Positive,Taste,True,llm,True
Indian Empire,Quick seating even on a busy Friday night.,4,Positive,Wait Time,True,llm,True
Indian Empire,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
Indian Empire,Dessert was disappointing and not worth the price.,4,Negative,Taste,True,llm,True
Indian Empire,"Overpriced for the portion sizes we received. However, The laksa had an authentic, rich broth.",3,Neutral,Taste,True,llm,True
Indian Empire,Staff remembered our preferences from last visit.,1,Positive,Service,True,llm,True
Indian Empire,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
Indian Empire,The pizza was cold and not what we hoped for.,5,Negative,Taste,True,llm,True
Ishin Japanese Dining | KL,The ramen was cold and not what we hoped for.,5,Negative,Taste,True,llm,True
Ishin Japanese Dining | KL,Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
Ishin Japanese Dining | KL,Tables were cramped and the room felt overcrowded.,5,Negative,Other,True,llm,True
Ishin Japanese Dining | KL,Expected better — the pasta tasted slow.,1,Negative,Taste,True,llm,True
Ishin Japanese Dining | KL,Our waiter was incredibly attentive and friendly.,2,Positive,Service,True,llm,True
Ishin Japanese Dining | KL,Overpriced for the portion sizes we received.,4,Negative,Other,True,llm,True
Jalan Alor Food Street,The mains tasted bland and under-seasoned.,4,Negative,Taste,True,llm,True
Jalan Alor Food Street,Portions were generous and beautifully plated.,2,Positive,Taste,True,llm,True
Jalan Alor Food Street,Our waiter was incredibly attentive and friendly.,1,Positive,Service,True,llm,True
Jalan Alor Food Street,"Overpriced for the portion sizes we received. However, Would come back just for the sushi; truly amazing.",3,Positive,Taste,True,llm,True
Jalan Alor Food Street,The char kuey teow was outstanding and exceeded our expectations.,1,Positive,Taste,True,llm,True
Jalan Alor Food Street,Staff seemed rushed and inattentive throughout.,4,Negative,Service,True,llm,True
Jalan Alor Food Street,"Service was average, neither fast nor slow.",3,Neutral,Service,True,llm,True
Jalan Alor Food Street,Parking was available but the lot filled up quickly.,3,Neutral,Other,True,llm,True
Jalan Ipoh Claypot Chicken Rice,"The laksa was bland and not what we hoped for. However, Portions were generous and beautifully plated.",3,Neutral,Taste,True,llm,True
Jalan Ipoh Claypot Chicken Rice,The ramen was flavorful and exceeded our expectations.,1,Positive,Taste,True,llm,True
Jalan Ipoh Claypot Chicken Rice,Fresh ingredients and bold flavors in every dish.,1,Positive,Taste,True,llm,True
Jalan Ipoh Claypot Chicken Rice,Expected better — the laksa tasted inconsistent.,2,Negative,Taste,True,llm,True
Jalan Ipoh Claypot Chicken Rice,Would come back just for the nasi lemak; truly authentic.,2,Positive,Taste,True,llm,True
Jalan Ipoh Claypot Chicken Rice,Left disappointed; the steak was overpriced for the price.,4,Negative,Taste,True,llm,True
Jalan Ipoh Claypot Chicken Rice,"The laksa had an authentic, rich broth.",1,Positive,Taste,True,llm,True
Jalan Ipoh Claypot Chicken Rice,The satay was greasy and not what we hoped for.,4,Negative,Taste,True,llm,True
Jalan Ipoh Claypot Chicken Rice,The place was clean but the decor was a bit dated.,3,Neutral,Other,True,llm,True
Jalan Ipoh Claypot Chicken Rice,The char kuey teow was amazing and exceeded our expectations.,2,Positive,Taste,True,llm,True
Jalan Ipoh Claypot Chicken Rice,The noise level made it hard to have a conversation.,5,Negative,Other,True,llm,True
Jalan Ipoh Claypot Chicken Rice,The char kuey teow was delicious and exceeded our expectations.,1,Positive,Taste,True,llm,True
Jalan Ipoh Claypot Chicken Rice,The satay was flavorful and exceeded our expectations.,5,Positive,Taste,True,llm,True
Jalan Ipoh Claypot Chicken Rice,Staff remembered our preferences from last visit.,5,Positive,Service,True,llm,True
Jalan Ipoh Claypot Chicken Rice,Would come back just for the pasta; truly perfect.,1,Positive,Taste,True,llm,True
Jalan Ipoh Claypot Chicken Rice,Dessert was disappointing and not worth the price.,4,Negative,Taste,True,llm,True
JOLOKO,Expected better — the char kuey teow tasted slow.,2,Negative,Taste,True,llm,True
JOLOKO,Loved the char kuey teow — beautifully cooked and served piping hot.,1,Positive,Taste,True,llm,True
JOLOKO,The laksa was overpriced and not what we hoped for.,5,Negative,Taste,True,llm,True
JOLOKO,"Service was slow and our order was forgotten twice. However, Staff remembered our preferences from last visit.",4,Negative,Service,True,llm,True
JOLOKO,Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
Junior Kuppanna - Kuala Lumpur,Dessert was disappointing and not worth the price.,5,Negative,Taste,True,llm,True
Junior Kuppanna - Kuala Lumpur,"The pizza was cold and not what we hoped for. However, The char kuey teow was fresh and exceeded our expectations.",4,Neutral,Taste,True,llm,True
Junior Kuppanna - Kuala Lumpur,Expected better — the ramen tasted inconsistent.,2,Negative,Taste,True,llm,True
Junior Kuppanna - Kuala Lumpur,The noise level made it hard to have a conversation.,4,Negative,Other,True,llm,True
Junior Kuppanna - Kuala Lumpur,"The steak was cooked to perfection, very juicy.",2,Positive,Taste,True,llm,True
Junior Kuppanna - Kuala Lumpur,Service was slow and our order was forgotten twice.,4,Negative,Service,True,llm,True
Junior Kuppanna - Kuala Lumpur,The place was clean but the decor was a bit dated.,3,Neutral,Other,True,llm,True
Junior Kuppanna - Kuala Lumpur,"Had to wait 45 minutes for a table despite having a reservation. However, Our waiter was incredibly attentive and friendly.",3,Positive,Service,True,llm,True
Junior Kuppanna - Kuala Lumpur,Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
Junior Kuppanna - Kuala Lumpur,Dessert was disappointing and not worth the price.,5,Negative,Taste,True,llm,True
Junior Kuppanna - Kuala Lumpur,Quick seating even on a busy Friday night.,2,Positive,Wait Time,True,llm,True
Junior Kuppanna - Kuala Lumpur,The pizza was amazing and exceeded our expectations.,1,Positive,Taste,True,llm,True
Junior Kuppanna - Kuala Lumpur,Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
Junior Kuppanna - Kuala Lumpur,The pizza was cold and not what we hoped for.,5,Negative,Taste,True,llm,True
Junior Kuppanna - Kuala Lumpur,The satay was flavorful and exceeded our expectations.,5,Positive,Taste,True,llm,True
Junior Kuppanna - Kuala Lumpur,Dessert was disappointing and not worth the price.,4,Negative,Taste,True,llm,True
Junior Kuppanna - Kuala Lumpur,"Best tiramisu I've ever had, highly recommend.",1,Positive,Taste,True,llm,True
Junior Kuppanna - Kuala Lumpur,Left disappointed; the laksa was overcooked for the price.,5,Negative,Taste,True,llm,True
Junior Kuppanna - Kuala Lumpur,"Prices are standard for this area, no surprises.",3,Neutral,Other,True,llm,True
Kaara Saaram Claypot @Brickfields,Expected better — the steak tasted cold.,2,Negative,Taste,True,llm,True
Kaara Saaram Claypot @Brickfields,Quick seating even on a busy Friday night.,4,Positive,Wait Time,True,llm,True
Kaara Saaram Claypot @Brickfields,Portions were generous and beautifully plated.,1,Positive,Taste,True,llm,True
